,saleprice,sqfttotliving,yrbuilt,yrrenovated,bedrooms,zipcode,sqfttotbasement,sqftfinbasement,sqftopenporch,sqftenclosedporch,sqftdeck,heatsystem,bathhalfcount,bath3qtrcount,bathfullcount,condition,sqftgarageattached,bldggrade,finbasementgrade,inadequateparking,township,trafficnoise
272,700000,1630,1900,1983,2,98109,910,420,0,0,260,7,0,1,1,3,0,7,6,2,25,2
274,1300000,1750,1954,0,4,98004,1270,480,0,0,0,6,0,1,1,2,0,7,6,2,25,0
275,424950,1250,1958,0,3,98056,0,0,0,0,100,5,0,1,1,4,0,7,0,0,23,0
276,915000,1940,1907,2018,4,98122,420,420,140,0,0,7,0,1,2,3,0,7,6,2,25,0
277,600000,1220,1900,0,3,98107,0,0,120,40,0,5,0,2,0,4,0,6,0,0,25,0
278,585000,1600,1944,0,3,98166,0,0,20,350,0,5,0,0,2,4,0,6,0,2,23,0
279,560000,1830,1943,0,3,98178,930,900,0,0,660,5,0,0,2,4,0,7,7,0,23,0
280,280000,1040,1961,0,3,98178,0,0,0,0,300,4,0,0,1,3,0,7,0,2,23,0
281,530000,1060,1981,0,3,98126,0,0,0,0,0,5,1,0,1,3,290,7,0,0,24,0
282,710000,1490,1936,0,4,98198,1250,240,120,0,230,5,0,0,2,5,0,6,5,0,22,0
283,1200000,3560,2003,0,4,98029,0,0,90,0,0,5,1,0,2,3,680,9,0,2,24,0
284,1300000,4140,2000,0,4,98075,0,0,40,0,320,5,1,1,3,3,670,10,0,0,24,0
285,588000,900,1947,0,2,98125,0,0,0,0,0,5,0,0,1,4,0,7,0,0,26,0
286,1065000,1660,1928,0,3,98115,640,0,40,0,270,5,1,1,1,5,0,8,0,2,25,2
287,1388000,3310,1977,0,4,98040,780,680,270,0,430,5,1,1,2,4,530,10,9,2,24,1
288,450000,1700,1980,0,3,98031,730,390,0,0,0,5,1,1,1,4,140,8,8,0,22,0
289,441000,1970,1977,0,3,98032,740,480,380,0,100,5,1,1,1,4,310,8,7,0,22,0
290,689000,1280,2000,0,3,98107,400,240,0,0,0,5,1,1,2,3,0,8,8,2,25,0
291,525000,1580,1953,0,3,98133,0,0,0,0,680,5,0,0,1,4,0,7,0,2,26,0
292,379950,1170,1962,0,1,98022,290,290,220,0,520,4,0,1,0,5,0,7,6,2,21,0
293,498000,1560,2006,0,2,98126,590,290,110,0,0,5,1,1,1,3,0,7,7,0,24,0
294,700000,3040,1961,0,4,98003,1030,900,0,0,630,5,1,1,2,4,0,9,9,2,21,0
295,960000,3400,2001,0,4,98034,1300,880,100,0,140,5,1,0,3,3,40,8,8,2,26,0
296,661000,2340,1984,0,4,98058,0,0,0,0,380,7,0,1,2,4,640,8,0,2,23,0
297,375000,2220,1996,0,3,98023,0,0,144,0,0,5,1,0,2,3,440,7,0,2,21,0
298,784950,2570,2003,0,5,98034,1500,990,0,0,0,5,0,0,3,3,200,7,7,2,26,0
299,422000,1550,2000,0,3,98001,0,0,70,0,0,5,1,0,2,3,440,7,0,2,21,0
300,480000,1420,1967,0,3,98058,0,0,250,0,0,5,0,1,1,5,530,7,0,0,23,0
301,555000,1980,1961,0,4,98178,1590,390,0,0,60,5,1,0,1,3,0,8,7,0,23,0
302,1710000,2740,1952,0,4,98115,1490,1250,0,0,240,5,0,0,2,4,0,9,8,2,25,0
303,1760000,3860,2001,0,4,98033,1260,410,340,0,0,6,1,1,2,4,0,10,9,2,25,0
304,637000,1330,1968,0,3,98056,0,0,0,0,310,5,0,0,2,5,0,7,0,2,24,0
305,1088000,1680,1931,0,3,98115,880,300,0,0,220,5,1,0,1,3,0,8,5,2,25,1
306,355000,1050,1997,0,2,98133,0,0,30,0,0,5,1,1,1,3,0,7,0,0,26,0
307,457000,2440,1990,0,4,98001,0,0,0,0,0,5,1,0,2,3,480,8,0,2,21,0
308,344000,1330,1961,0,3,98092,0,0,150,0,0,5,1,0,2,5,0,7,0,2,21,0
309,367000,1610,1963,0,3,98031,0,0,0,0,0,5,1,0,1,3,420,7,0,2,22,0
310,1075000,1630,1949,0,3,98105,960,660,140,0,350,5,0,1,1,3,240,8,7,0,25,0
312,750000,1200,1991,0,3,98122,0,0,0,0,0,5,1,0,1,3,0,7,0,2,25,0
313,1072000,3780,1980,0,4,98177,1140,1020,40,0,190,5,1,2,1,3,480,8,8,0,26,0
314,1850000,4080,1925,0,6,98122,1080,880,20,0,0,5,2,1,2,5,0,8,8,2,25,0
315,775000,1520,1940,1976,3,98115,0,0,0,0,120,4,0,0,2,3,0,7,0,0,26,0
316,775000,2110,1969,0,3,98177,0,0,200,0,0,5,0,1,1,3,480,9,0,0,26,0
317,1300000,2790,2011,0,4,98136,1540,1160,510,0,500,5,0,0,2,3,0,8,8,0,24,0
318,430000,1850,1997,0,4,98003,0,0,0,0,0,5,1,0,2,4,460,7,0,2,21,0
320,329500,2100,1980,0,3,98022,1180,740,0,0,80,5,1,1,1,3,0,7,7,2,20,0
321,525500,3240,1979,0,3,98022,1580,1580,0,0,700,5,0,1,2,4,550,8,7,2,20,0
322,2067500,2530,1947,1990,4,98033,1310,300,0,0,260,5,0,2,1,3,230,7,6,2,25,0
323,1095000,2060,1977,0,4,98033,0,0,0,0,0,5,1,1,1,3,500,8,0,2,25,0
324,418000,1040,1966,0,3,98056,0,0,0,0,0,5,1,0,1,4,510,7,0,2,24,0
325,965000,1530,1944,0,4,98115,810,0,0,0,370,5,0,1,1,4,0,7,0,0,25,0
326,1165000,2290,1919,1956,3,98115,770,770,0,0,70,5,0,2,1,5,0,7,6,2,25,0
327,415000,1070,1978,0,2,98198,0,0,50,0,91,5,0,1,1,4,530,8,0,0,22,0
328,400000,1600,1989,0,3,98058,620,360,0,0,0,5,1,0,2,4,160,8,7,0,23,0
329,2147000,3040,1957,0,4,98004,430,430,0,0,0,5,0,1,3,3,190,9,8,2,25,0
330,725000,2070,2001,0,3,98065,0,0,210,0,0,5,1,0,2,3,0,8,0,2,24,0
331,405000,2160,1977,0,3,98058,1200,910,0,0,100,5,0,2,1,5,190,7,6,0,23,0
332,400000,1520,1951,0,3,98106,1160,360,80,0,0,6,1,0,1,3,0,7,6,0,24,2
333,900000,1550,1983,0,3,98033,0,0,40,0,180,5,1,1,1,3,510,8,0,2,25,1
334,655000,2140,1918,0,2,98118,1070,1070,50,0,0,5,0,1,1,4,0,6,5,2,24,0
335,440000,2880,1965,0,3,98198,1330,1200,40,0,0,5,1,1,1,3,0,8,7,0,22,0
336,348500,1320,1959,0,3,98198,0,0,0,0,300,5,0,0,1,4,0,7,0,0,22,1
337,439000,1680,1963,0,4,98198,570,570,0,0,0,5,0,1,1,5,600,7,7,0,22,0
338,249000,1360,1978,0,2,98092,0,0,0,0,0,4,1,0,1,4,460,7,0,2,21,0
339,753500,2090,1973,0,4,98006,0,0,150,0,0,5,1,1,1,3,480,8,0,2,24,0
340,700000,1460,1901,0,3,98107,860,0,40,110,50,5,0,0,1,4,0,6,0,0,25,0
341,470000,2160,1953,0,3,98144,1180,980,0,0,0,7,0,1,2,5,0,7,7,2,24,2
342,587250,1200,1924,0,3,98144,700,500,70,80,160,5,0,1,1,3,0,7,6,2,24,0
343,1600000,2400,1989,0,4,98074,0,0,60,0,440,5,1,0,2,3,800,9,0,0,25,0
344,630000,1120,1956,0,3,98007,0,0,300,0,0,5,1,0,1,4,0,7,0,0,24,0
345,726000,1690,1941,1998,3,98126,0,0,0,0,90,5,1,0,2,3,0,7,0,0,24,0
346,1249000,3780,1915,2005,3,98119,1200,1000,210,0,0,6,0,1,2,3,0,8,7,2,25,0
347,699950,1890,1998,0,4,98045,0,0,40,0,0,5,1,0,2,4,700,8,0,2,23,0
348,525000,1150,1977,0,3,98045,0,0,140,0,100,4,0,1,1,5,340,7,0,2,23,0
350,486000,2470,2001,0,5,98030,0,0,80,0,80,5,1,0,2,3,460,8,0,0,22,0
351,905000,2510,1936,0,3,98112,780,150,30,0,220,5,1,0,1,3,0,8,5,2,25,0
352,567000,3190,1978,0,5,98023,1540,1540,0,0,650,5,0,1,2,4,570,9,9,2,21,0
353,585000,3520,1991,0,5,98031,0,0,0,0,140,5,0,1,2,3,720,9,0,0,22,0
354,560000,1010,1909,0,2,98103,0,0,50,0,100,4,0,0,1,3,0,6,0,2,25,0
355,565000,1830,1954,1975,4,98133,0,0,0,0,0,5,0,1,1,3,0,7,0,2,26,0
356,629000,1590,1993,0,3,98029,0,0,60,0,0,5,1,0,2,3,440,8,0,2,24,0
357,370000,1490,1958,0,3,98032,0,0,0,0,0,5,0,1,1,4,270,7,0,0,22,0
358,1366000,2070,1906,0,3,98119,0,0,48,0,180,5,0,1,1,5,0,8,0,2,25,0
359,915000,3260,1961,0,3,98028,1630,1630,0,0,370,5,0,1,1,3,400,8,7,2,26,0
360,896900,2750,1991,0,4,98029,0,0,0,0,200,5,1,0,2,3,490,9,0,2,24,0
361,345000,1650,1985,0,3,98031,0,0,0,0,0,5,1,0,2,3,460,7,0,2,22,0
362,690000,2140,1963,0,3,98118,1210,930,0,0,0,7,1,1,1,3,0,7,6,2,24,0
363,1746324,2250,1951,0,4,98109,1200,1050,0,0,100,6,0,1,2,3,0,8,7,0,25,2
364,261000,710,1924,0,2,98032,0,0,110,0,0,1,1,0,1,4,0,5,0,0,22,0
365,620000,1800,2014,0,4,98106,0,0,190,0,0,5,1,1,1,3,200,8,0,2,23,0
367,690000,1880,1947,0,3,98133,940,940,0,0,0,5,0,0,2,5,240,7,7,0,26,1
368,1095000,3000,1924,0,4,98107,1080,1080,40,0,160,5,1,0,2,5,0,7,7,0,25,0
369,820000,1990,1990,0,3,98074,0,0,40,0,0,5,1,0,2,3,530,8,0,0,25,0
370,630000,1650,1914,0,3,98116,1010,150,0,0,170,5,0,0,1,3,0,7,7,2,24,0
371,1130000,2740,1993,0,4,98077,0,0,40,0,0,5,1,0,2,3,820,10,0,2,26,0
372,414950,1240,1987,0,3,98055,0,0,0,0,0,5,0,0,2,3,440,7,0,0,23,0
373,615000,890,1941,0,2,98108,890,0,0,0,0,5,0,0,1,3,0,7,0,2,24,0
374,679950,2450,1990,0,3,98051,0,0,400,0,630,5,0,2,1,4,420,8,0,0,22,0
375,240000,1820,1941,0,4,98168,890,890,0,0,150,1,1,0,2,5,0,6,6,0,23,1
376,380000,2210,1962,0,5,98032,1190,1020,0,0,200,5,1,0,1,3,0,7,6,0,22,0
377,860000,1780,2008,0,3,98112,1090,770,0,0,290,5,1,0,2,3,0,9,9,2,25,0
378,883000,1520,1929,0,3,98117,960,0,0,0,120,5,1,0,1,3,0,7,0,2,25,0
379,400000,1010,1948,0,3,98072,540,0,0,0,100,4,0,1,1,3,0,7,0,2,26,2
380,425000,1990,1993,0,3,98042,0,0,0,0,0,5,1,0,2,3,460,8,0,2,22,0
381,130000,1120,1900,0,1,98288,560,560,0,120,0,3,0,0,1,4,0,6,5,2,26,0
382,400000,1210,1944,0,4,98178,0,0,0,0,0,5,0,0,1,3,0,6,0,2,23,0
383,881000,1790,1948,0,3,98040,560,560,150,0,290,5,0,0,1,5,0,7,7,2,24,2
384,570000,1330,1975,0,4,98011,0,0,0,0,0,5,0,1,1,4,440,7,0,2,26,0
385,411000,1370,1960,0,3,98168,0,0,0,0,130,5,0,1,1,3,380,7,0,2,23,1
386,578000,3030,2004,0,4,98038,0,0,180,0,0,5,1,0,2,3,770,8,0,0,22,0
387,466000,1760,2003,0,4,98038,0,0,100,0,0,7,1,0,2,3,410,8,0,0,22,0
388,280000,1350,1977,0,3,98038,0,0,0,0,0,4,0,0,1,3,0,6,0,0,22,0
389,390000,1170,1937,0,2,98168,870,0,0,0,0,5,0,0,1,3,0,6,0,2,23,0
390,412000,750,1925,0,2,98106,190,0,100,0,150,5,0,0,1,3,0,6,0,2,24,0
391,855000,2170,1999,0,4,98075,0,0,50,0,180,5,0,1,2,3,620,8,0,0,24,0
392,369950,1560,2001,0,3,98038,0,0,0,0,0,5,1,0,2,3,430,7,0,0,22,0
393,302500,700,1943,0,2,98178,0,0,0,0,0,1,0,0,1,3,0,6,0,0,23,0
394,831000,1810,1989,0,4,98053,0,0,0,0,800,5,1,1,1,3,470,8,0,0,25,0
395,1028200,2470,1973,0,4,98006,850,850,120,0,430,5,0,2,1,3,480,8,8,0,24,0
396,930000,2120,1972,0,4,98006,700,700,40,0,80,5,1,1,1,3,440,8,7,2,24,0
397,565000,3060,1988,0,5,98030,0,0,130,0,0,7,0,0,3,4,620,8,0,0,22,1
398,340000,1960,1981,0,3,98003,0,0,0,0,0,4,1,0,1,4,0,6,0,2,21,0
399,615000,1090,1955,0,2,98144,0,0,0,0,0,7,0,0,2,5,0,6,0,2,24,0
400,404000,1580,1976,0,4,98001,0,0,0,0,250,5,1,0,1,3,550,7,0,2,21,0
401,300000,1150,1974,0,1,98198,0,0,0,0,0,5,1,0,1,3,260,8,0,0,22,0
402,1159000,2070,1946,0,3,98199,1260,810,70,0,0,7,0,1,1,4,590,7,6,2,25,0
403,351000,1030,1954,0,2,98056,0,0,0,0,0,4,0,0,1,5,0,6,0,0,23,0
404,398000,1670,1990,0,3,98042,710,370,0,0,60,5,1,0,2,3,120,7,7,2,22,0
405,393000,1490,1988,0,3,98042,0,0,0,0,0,5,0,1,1,4,440,7,0,2,22,0
406,485000,840,1940,0,2,98115,0,0,0,0,0,4,0,0,1,3,360,7,0,2,25,2
407,428000,1400,1960,0,3,98188,0,0,280,0,0,5,1,0,1,3,340,7,0,2,23,3
408,804000,1600,1916,0,5,98117,990,0,120,0,0,5,0,0,1,3,0,7,0,2,25,0
409,790000,2660,1979,0,3,98074,0,0,60,0,380,5,0,1,1,4,460,9,0,0,25,0
410,360000,1380,1996,0,3,98001,0,0,230,0,140,5,0,0,2,4,480,7,0,2,21,0
411,480000,2130,1985,0,4,98003,0,0,50,0,0,7,1,0,2,3,420,8,0,2,21,0
412,665000,2000,2018,0,3,98014,0,0,180,0,0,5,0,1,1,3,740,8,0,0,26,0
413,641900,1970,1986,0,3,98155,1120,720,0,0,340,5,1,0,2,3,0,8,7,0,26,0
414,1450000,2480,1971,0,1,98024,0,0,360,0,520,4,1,0,1,4,0,8,0,0,24,0
415,1450000,1080,1939,0,2,98024,0,0,0,0,350,4,0,0,1,3,0,5,0,0,24,0
416,570000,1780,1978,0,4,98125,1060,660,0,0,140,5,0,2,1,3,0,7,7,0,26,0
417,775000,1860,1975,0,3,98006,0,0,140,0,140,5,0,1,1,5,420,8,0,2,24,0
418,796000,2320,1942,0,5,98117,1250,1070,0,0,0,5,0,1,1,4,0,8,7,0,25,2
419,415000,630,1915,0,2,98103,0,0,0,0,0,3,0,0,1,5,0,6,0,0,26,0
420,1155000,2600,1990,0,4,98052,0,0,0,0,0,5,1,0,2,3,550,10,0,2,26,0
422,850000,2680,1977,0,5,98006,0,0,130,0,290,5,1,1,1,4,530,9,0,0,24,0
423,295000,1240,1984,0,3,98042,520,240,0,0,0,5,0,1,1,4,120,7,7,2,22,0
424,769000,1310,2006,0,3,98105,430,230,0,0,0,6,1,0,2,3,0,8,8,2,25,2
425,1060000,2690,2014,0,5,98117,0,0,0,0,160,5,0,1,2,3,510,9,0,2,26,0
426,900000,1230,2003,0,3,98112,500,270,25,0,0,5,0,0,2,3,0,9,9,2,25,0
427,521000,1150,1968,0,3,98024,0,0,220,0,0,1,1,0,1,4,580,6,0,0,24,0
428,917388,3050,1991,0,4,98038,0,0,280,0,360,5,0,1,2,5,850,10,0,0,22,0
429,610000,2240,1991,0,3,98059,0,0,300,0,220,7,0,0,2,3,990,10,0,0,23,0
430,500000,1300,1960,0,3,98056,0,0,0,0,0,7,1,0,1,5,480,7,0,0,23,1
431,685000,2360,1959,0,4,98177,1360,1000,0,0,290,5,1,0,1,4,340,8,6,0,26,0
432,428000,1630,2003,0,3,98038,0,0,100,0,0,5,1,0,2,3,400,7,0,0,22,0
433,425000,860,1914,0,2,98108,0,0,40,0,0,5,0,1,0,4,0,6,0,2,24,0
434,411000,1550,1985,0,3,98001,600,330,0,0,0,5,1,1,1,4,170,7,7,2,21,0
435,1500000,3940,2003,0,4,98059,0,0,300,0,0,5,0,0,3,3,810,11,0,2,24,0
436,520000,1600,1969,0,3,98034,1100,430,0,0,80,5,0,1,2,3,240,7,6,2,26,0
437,400200,2350,1979,0,4,98023,0,0,70,0,320,5,1,1,1,3,590,8,0,2,21,0
438,1068000,1310,1927,0,3,98115,910,0,0,0,570,5,0,1,1,5,0,7,0,0,26,0
439,1958000,3470,2005,0,4,98033,1450,640,0,0,200,5,1,1,2,3,600,10,9,2,25,1
440,1717000,2580,1951,0,3,98033,1420,1060,0,0,190,7,1,1,1,5,0,8,8,2,25,1
441,468000,1010,1942,0,3,98125,730,0,0,120,0,5,0,0,1,3,0,7,0,0,26,0
442,640000,2330,1913,2019,4,98122,780,780,60,0,150,5,1,1,2,3,0,7,7,2,25,0
443,740000,1540,1942,0,3,98115,0,0,0,0,240,5,0,0,2,5,0,7,0,0,26,0
444,775000,770,1951,0,2,98106,0,0,50,0,0,1,0,0,1,3,0,6,0,0,24,2
445,610000,850,1924,0,2,98116,820,0,70,0,0,5,0,0,1,3,0,7,0,0,24,0
446,1500000,3930,2001,0,4,98005,0,0,80,0,100,5,1,0,3,4,760,10,0,2,24,0
447,634500,2230,2005,0,4,98059,0,0,60,0,0,5,1,0,2,3,440,7,0,0,23,0
448,171089,2370,1985,0,1,98034,0,0,0,0,420,5,0,1,0,4,1130,9,0,2,26,0
449,435000,1670,1967,0,3,98023,890,430,0,0,60,5,0,1,1,4,0,7,6,2,21,0
450,419000,2170,1987,0,4,98198,1210,920,0,0,80,5,0,2,1,3,130,7,6,0,22,0
451,650000,2840,2018,0,5,98059,1580,0,180,0,0,5,0,0,4,3,0,8,0,0,23,0
452,512500,1340,1924,0,3,98070,1020,0,0,180,120,5,0,0,1,4,0,7,0,2,23,0
453,1110000,3220,2005,0,5,98052,0,0,160,0,0,5,0,1,2,3,620,9,0,2,26,0
454,743000,1820,1926,0,3,98115,1010,810,40,0,100,7,0,0,2,4,0,7,7,2,25,2
455,260000,710,1920,0,2,98002,0,0,0,0,0,5,0,0,1,4,810,5,0,2,21,0
456,615000,3460,1987,0,4,98058,0,0,0,0,400,5,1,0,2,4,480,8,0,2,23,0
457,327500,1040,1977,0,2,98198,0,0,80,0,120,5,0,1,1,4,430,8,0,0,22,0
458,360000,1980,1983,0,5,98031,0,0,130,0,210,5,1,0,3,4,350,7,0,2,22,2
459,185844,2850,1967,0,3,98052,1500,1350,0,0,220,5,1,0,2,3,440,7,7,0,25,0
460,1305000,2350,1909,0,3,98103,720,720,50,0,40,5,1,1,1,5,0,8,8,2,25,0
461,665000,1320,1905,0,3,98144,0,0,30,0,0,5,0,0,2,4,0,6,0,2,24,2
462,463500,2250,1987,0,4,98023,0,0,40,0,190,5,1,0,2,3,750,9,0,2,21,0
463,240000,750,1954,0,2,98003,0,0,0,0,0,4,0,0,1,3,420,6,0,0,21,0
464,695000,1900,1993,0,3,98011,0,0,0,0,0,7,1,0,2,3,420,8,0,2,26,0
465,730000,1870,1974,0,3,98008,0,0,0,0,0,5,1,0,2,3,530,9,0,0,25,0
466,689000,1640,1916,0,3,98103,920,720,0,0,0,5,0,1,1,3,0,6,6,2,25,0
467,720250,2360,1920,0,3,98108,1180,1180,280,0,0,5,1,1,1,4,0,6,6,2,24,0
468,775000,1300,1938,0,2,98103,980,320,0,0,200,5,0,0,1,3,0,7,7,2,25,0
469,1975000,3030,1925,0,4,98112,570,330,0,0,0,5,1,1,2,5,0,9,8,0,25,0
470,677000,1075,1928,0,2,98108,0,0,0,0,0,5,0,0,1,5,0,6,0,2,24,0
471,455000,2540,1991,0,3,98092,0,0,0,0,0,5,1,0,2,3,680,8,0,0,21,0
472,540000,1520,1955,0,3,98006,520,520,0,0,0,5,1,0,1,3,0,7,5,0,24,0
473,1150000,1680,1923,0,3,98115,990,0,0,0,200,5,0,0,2,5,0,7,0,2,25,0
474,1200500,2850,1968,0,6,98107,1760,1090,100,0,110,4,0,0,3,3,0,8,7,2,25,0
475,386500,1320,1980,0,3,98058,0,0,0,0,0,5,1,0,1,4,400,7,0,2,22,0
476,730000,1190,1999,0,3,98112,510,150,0,0,0,4,1,0,1,3,0,7,7,2,25,0
477,465000,1500,1907,1956,3,98055,530,0,60,0,150,5,0,1,2,3,0,7,0,0,23,2
478,531000,1360,2005,0,3,98103,440,240,0,0,0,5,1,1,2,3,0,8,8,2,26,0
480,519500,1320,2004,0,3,98106,660,50,0,0,0,6,1,0,2,3,0,7,7,0,24,0
481,525000,2000,1988,0,4,98178,1180,780,0,0,480,5,0,1,2,3,40,7,7,2,23,3
482,533000,1020,1928,0,2,98136,720,300,40,0,60,4,0,0,1,4,0,6,6,2,24,1
484,389999,1200,1941,2018,2,98055,0,0,0,0,160,5,0,1,1,3,0,6,0,0,23,0
485,760000,3060,1980,0,3,98027,1400,810,0,0,420,5,1,0,2,4,0,9,8,2,23,0
486,675000,2290,1984,0,3,98042,0,0,160,0,100,6,0,1,2,4,0,7,0,0,22,0
487,675000,1130,1959,0,3,98008,0,0,0,0,0,5,1,0,1,3,220,7,0,0,25,0
488,329950,1200,1958,0,3,98032,0,0,0,0,0,5,0,0,1,3,310,7,0,0,22,0
489,600000,3200,1968,0,3,98070,1400,1400,0,0,280,5,0,1,2,4,0,7,7,2,22,0
490,1610000,2410,1994,0,2,98034,0,0,0,70,820,5,0,2,0,3,720,10,0,2,26,1
491,550000,1640,1980,0,3,98146,0,0,0,0,130,7,0,1,1,3,0,6,0,0,23,0
492,525000,2550,2003,0,4,98003,0,0,0,0,0,5,1,0,2,3,670,8,0,2,21,0
493,659000,1310,2016,0,2,98122,460,330,0,120,280,4,0,1,1,3,0,8,8,2,24,0
494,732000,1950,1926,0,3,98117,780,780,0,0,160,5,0,1,1,5,0,7,6,2,26,0
495,485000,1080,1951,0,3,98126,0,0,0,0,0,1,0,1,1,5,0,6,0,0,24,0
496,539950,1790,2009,0,3,98019,0,0,120,0,0,5,1,0,2,3,300,8,0,0,26,0
497,1100000,1950,1961,0,5,98005,1680,270,80,0,1160,5,0,2,1,4,560,7,6,2,24,0
498,250000,1140,1969,0,4,98092,0,0,0,0,0,4,0,1,1,3,0,6,0,0,21,0
499,610000,1640,1945,0,4,98126,820,820,0,0,0,5,1,0,1,3,0,6,5,0,24,0
500,327500,1090,1904,0,5,98065,0,0,100,0,0,5,1,0,1,3,0,5,0,2,24,0
501,460000,1770,1968,0,4,98034,0,0,0,0,0,5,0,2,1,5,460,7,0,2,26,0
502,1200000,2810,1998,0,3,98024,0,0,1200,0,0,5,1,0,2,3,0,10,0,2,24,0
503,385000,2140,1964,0,4,98023,600,600,0,0,0,6,0,2,1,4,390,7,7,2,21,0
504,1089000,2340,1994,0,5,98008,600,200,0,0,0,5,0,1,2,4,0,8,7,0,24,2
505,650000,1350,1947,0,1,98040,0,0,0,0,740,5,0,1,0,4,0,6,0,2,24,0
506,1650000,3740,2019,0,4,98136,0,0,130,0,0,7,1,0,3,3,0,9,0,2,24,0
507,330793,700,1938,0,2,98022,0,0,40,70,0,1,0,0,1,4,0,6,0,2,20,0
508,1295995,2980,1990,0,4,98119,1280,1280,0,0,260,5,1,0,2,4,400,8,8,2,25,0
509,800000,2030,1976,0,3,98074,830,410,90,0,100,5,0,0,2,3,120,8,8,0,25,0
510,748000,2520,1988,0,4,98019,0,0,640,0,80,5,0,2,1,3,510,7,0,0,26,1
511,825000,2190,1975,0,4,98022,0,0,0,0,310,4,0,1,1,5,660,8,0,2,20,0
512,730000,2080,1973,0,4,98034,1000,850,0,0,710,5,1,1,1,4,420,7,7,2,26,0
513,510000,2050,1967,0,4,98058,1010,1010,140,0,0,5,0,1,1,4,740,7,7,2,23,0
514,1576000,4230,1988,2008,3,98072,0,0,60,0,0,5,1,0,2,4,570,9,0,2,26,0
515,498000,1270,1900,0,4,98108,0,0,0,0,300,5,0,0,1,3,0,6,0,2,24,0
517,890000,3130,1991,0,6,98011,1590,0,50,0,90,4,3,0,3,3,0,7,0,2,26,1
518,360000,1330,1985,0,3,98019,790,450,0,0,310,4,0,1,1,3,220,6,6,0,26,0
519,763500,1870,1968,0,3,98052,1060,770,0,0,260,4,0,1,1,4,0,7,7,2,25,0
520,1100000,2340,1909,0,3,98103,870,530,100,0,0,5,0,1,2,5,0,8,7,2,25,0
521,815000,1490,1926,0,3,98107,830,660,0,0,0,5,0,0,1,5,0,7,7,2,25,0
522,547100,1540,1970,0,4,98028,0,0,0,0,350,5,1,0,2,4,290,7,0,2,26,0
523,1850000,4180,1958,0,4,98004,2320,1540,310,320,0,5,1,2,1,4,320,9,7,2,25,0
524,1248000,3350,2001,0,4,98075,0,0,450,0,0,5,1,0,2,3,750,10,0,2,24,0
525,1170000,1550,1990,0,3,98112,0,0,40,0,0,5,1,0,2,3,280,8,0,0,25,0
526,935000,4160,1928,2010,6,98126,2140,1850,0,0,260,5,0,0,4,3,0,9,8,0,24,2
527,718000,1380,1946,0,4,98115,640,100,0,0,0,5,1,0,1,3,0,7,6,2,25,2
528,805000,1030,1951,0,2,98105,0,0,40,0,0,6,0,0,1,3,310,7,0,0,25,0
529,849950,2200,1991,0,4,98029,0,0,40,0,0,5,1,0,2,4,440,8,0,2,24,0
530,620000,1650,1996,0,3,98106,1060,530,0,0,320,5,0,1,2,4,0,7,7,0,24,0
531,749950,2150,1992,0,3,98024,0,0,40,0,300,5,1,0,2,3,460,7,0,0,24,0
532,490000,1620,1979,0,3,98045,1010,530,0,0,210,5,0,1,1,4,330,7,6,2,23,0
533,465000,2460,1989,0,4,98001,0,0,40,0,160,5,1,0,2,3,750,8,0,2,21,0
534,240000,1060,1921,0,2,98002,840,0,170,0,0,5,0,0,1,4,0,6,0,2,21,3
535,1200000,2020,1908,0,4,98103,830,500,180,0,300,5,0,0,1,4,0,7,7,2,25,0
536,515000,1320,1950,0,4,98178,0,0,200,0,0,3,0,0,1,3,0,7,0,0,23,0
537,392000,1500,1988,0,3,98003,0,0,40,0,156,5,1,0,2,3,420,8,0,0,22,0
538,625000,2580,1959,0,6,98155,1290,1290,0,0,310,5,1,0,2,4,400,7,7,0,26,0
539,429950,940,2001,0,2,98103,320,80,0,0,0,5,1,0,1,3,0,8,8,2,26,0
540,375000,2040,1987,0,3,98023,0,0,0,0,0,5,0,1,1,3,770,8,0,2,21,0
541,710000,1440,1972,0,3,98034,560,240,0,0,0,5,0,0,2,4,160,7,7,2,26,0
542,1225000,1790,2013,0,3,98109,660,360,0,0,770,6,2,1,1,3,0,9,9,2,25,0
543,667500,1950,1987,0,3,98072,0,0,0,0,0,5,1,1,1,3,480,8,0,2,26,0
544,419000,2080,1974,0,4,98031,1200,840,0,0,120,5,1,1,1,3,190,7,6,2,22,0
545,635000,1880,1994,0,3,98042,0,0,170,0,0,5,0,1,1,3,0,8,0,2,22,0
546,399950,2460,1948,0,4,98002,1230,1230,0,0,0,5,0,0,2,4,0,7,6,2,21,1
547,949000,2820,1984,0,3,98077,0,0,280,0,160,7,1,1,1,3,480,9,0,2,26,0
548,1095000,2800,1936,2013,4,98106,0,0,50,0,80,3,1,1,1,3,350,9,0,0,24,0
549,556500,1460,1948,0,3,98166,0,0,0,0,0,5,0,1,1,5,0,7,0,2,23,0
550,356000,1250,1964,0,3,98001,0,0,0,0,0,5,1,0,1,4,500,7,0,2,21,0
551,875000,1750,1940,0,3,98105,1010,200,0,0,160,5,1,0,1,4,0,7,6,2,25,0
552,1075000,2140,1975,0,3,98075,1060,1060,0,0,470,5,1,0,2,5,0,9,9,0,24,0
553,636000,1500,2006,0,3,98133,500,300,0,0,40,5,1,1,1,3,0,8,8,2,26,2
554,529500,2210,2004,0,3,98003,0,0,240,0,0,5,1,0,2,3,540,8,0,2,21,0
